MassFeature,FinalBMIS,Orig_RSD,FinalRSD,Area,runDate,type,SampID,replicate,Column,Date,Adjusted_Area,Run.Cmpd
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,660897728,170410,Poo,April11AqExtracts,Full1,HILICPos,170410,508023301.0959993,170410_Poo_April11AqExtracts_Full1 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,680967872,170410,Poo,April11AqExtracts,Full2,HILICPos,170410,625040794.4248579,170410_Poo_April11AqExtracts_Full2 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,620050048,170410,Poo,April11AqExtracts,Full3,HILICPos,170410,595688818.2398902,170410_Poo_April11AqExtracts_Full3 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,330748800,170410,Poo,April11AqExtracts,Half1,HILICPos,170410,568661496.9649473,170410_Poo_April11AqExtracts_Half1 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,319672512,170410,Poo,April11AqExtracts,Half2,HILICPos,170410,718815263.8172336,170410_Poo_April11AqExtracts_Half2 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,317809408,170410,Poo,April11AqExtracts,Half3,HILICPos,170410,659220826.9853439,170410_Poo_April11AqExtracts_Half3 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,683124416,170410,Smp,KM1513-15m,A,HILICPos,170410,524682825.34886837,170410_Smp_KM1513-15m_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,852954112,170410,Smp,KM1513-15m,B,HILICPos,170410,651118922.06546,170410_Smp_KM1513-15m_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,762150784,170410,Smp,KM1513-15m,C,HILICPos,170410,719970059.4928601,170410_Smp_KM1513-15m_C Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,551184064,170410,Smp,KM1513-45m,A,HILICPos,170410,712639223.9862677,170410_Smp_KM1513-45m_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,751085312,170410,Smp,KM1513-45m,B,HILICPos,170410,761633463.194377,170410_Smp_KM1513-45m_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,660582208,170410,Smp,KM1513-45m,C,HILICPos,170410,507276469.4392693,170410_Smp_KM1513-45m_C Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,422124704,170410,Smp,KM1513-75m,A,HILICPos,170410,577288315.2927557,170410_Smp_KM1513-75m_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,740030272,170410,Smp,KM1513-75m,B,HILICPos,170410,628382102.4824883,170410_Smp_KM1513-75m_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,871900544,170410,Smp,KM1513-75m,C,HILICPos,170410,788455899.4704181,170410_Smp_KM1513-75m_C Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,520732896,170410,Smp,KM1513-125m,A,HILICPos,170410,391843668.41198283,170410_Smp_KM1513-125m_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,404233888,170410,Smp,KM1513-125m,B,HILICPos,170410,371838911.00202495,170410_Smp_KM1513-125m_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,487873472,170410,Smp,KM1513-125m,C,HILICPos,170410,543815395.077155,170410_Smp_KM1513-125m_C Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,228789552,170419,Poo,April1718AqExtracts,1,HILICPos,170419,270148387.66103935,170419_Poo_April1718AqExtracts_1 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,206711696,170419,Poo,April1718AqExtracts,2,HILICPos,170419,280070176.0798088,170419_Poo_April1718AqExtracts_2 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,431021696,170419,Poo,April1718AqExtracts,3,HILICPos,170419,411959829.82074815,170419_Poo_April1718AqExtracts_3 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,376184384,170419,Poo,April21AqExtracts,1,HILICPos,170419,384776981.3430973,170419_Poo_April21AqExtracts_1 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,362114240,170419,Poo,April21AqExtracts,2,HILICPos,170419,336855221.49181217,170419_Poo_April21AqExtracts_2 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,381209472,170419,Poo,April21AqExtracts,3,HILICPos,170419,369658697.30127925,170419_Poo_April21AqExtracts_3 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,173798160,170419,Poo,QC,Full1,HILICPos,170419,205028310.51785925,170419_Poo_QC_Full1 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,347034720,170419,Poo,QC,Full2,HILICPos,170419,324559663.0483586,170419_Poo_QC_Full2 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,328245184,170419,Poo,QC,Full3,HILICPos,170419,303212978.3142594,170419_Poo_QC_Full3 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,310936192,170419,Poo,QC,Full4,HILICPos,170419,281190615.85227436,170419_Poo_QC_Full4 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,62451352,170419,Poo,QC,Half1,HILICPos,170419,117890765.88089944,170419_Poo_QC_Half1 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,124426752,170419,Poo,QC,Half2,HILICPos,170419,168394361.3423914,170419_Poo_QC_Half2 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,118488496,170419,Poo,QC,Half3,HILICPos,170419,177212523.35592654,170419_Poo_QC_Half3 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,110292648,170419,Poo,QC,Half4,HILICPos,170419,168519000.0131235,170419_Poo_QC_Half4 Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,305879520,170419,Smp,S11C1,A,HILICPos,170419,264583604.45875543,170419_Smp_S11C1_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,235335808,170419,Smp,S12C1,A,HILICPos,170419,268305589.98097777,170419_Smp_S12C1_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,887526272,170419,Smp,S12C1,B,HILICPos,170419,823403282.8146725,170419_Smp_S12C1_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,257638912,170419,Smp,S13C1,A,HILICPos,170419,216366644.23788583,170419_Smp_S13C1_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,177498800,170419,Smp,S13C1,B,HILICPos,170419,195419427.84354398,170419_Smp_S13C1_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,260385040,170419,Smp,S14C1,A,HILICPos,170419,292352377.2114636,170419_Smp_S14C1_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,904619456,170419,Smp,S14C1,B,HILICPos,170419,900298454.3996443,170419_Smp_S14C1_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,403195808,170419,Smp,S14C1,C,HILICPos,170419,397444893.02129227,170419_Smp_S14C1_C Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,153828320,170419,Smp,S2C1,B,HILICPos,170419,164401433.8700287,170419_Smp_S2C1_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,192689232,170419,Smp,S2C1,C,HILICPos,170419,157110118.35430858,170419_Smp_S2C1_C Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,141175536,170419,Smp,S2C3,A,HILICPos,170419,123620408.09947896,170419_Smp_S2C3_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,90145120,170419,Smp,S4C1,A,HILICPos,170419,108071590.66431473,170419_Smp_S4C1_A Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,294174112,170419,Smp,S4C1,B,HILICPos,170419,203393804.57680348,170419_Smp_S4C1_B Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,212437376,170419,Smp,S4C1,C,HILICPos,170419,224740955.31806463,170419_Smp_S4C1_C Adenine
Adenine,"L-Isoleucine, 15N",0.23314964800123644,0.16836045649329132,137524928,170419,Smp,S4C2,A,HILICPos,170419,118454331.91148823,170419_Smp_S4C2_A Adenine
