"","SampID","latitude","longitude","Time","Depth","4-Hydroxyisoleucine","Acetyl-L-carnitine","Adenosyl Homocysteine","Adenosyl Methionine","Alanine","Amino Propanesulfonic Acid","AMP","Arginine","Argininosuccinic Acid","Arsenobetaine","Asparagine","Aspartic acid","beta-Alanine","Betaine","Betonicine","Butyryl-L-carnitine","Carnitine","Choline","Citrulline","Creatine","Cystathionine","Cysteic Acid","Cytidine","Cytosine","Deoxyadenosine","Dexpanthenol","DHPS","Dimethylsulfonioacetate (DMS-Ac)","DMSP","Ectoine","Gluconic Acid","Glucosylglycerol","Glutamic acid","Glutamine","Glycerophosphocholine","Gonyol","Guanine","Guanosine","Histidine","Homarine","Homoserine","Inosine","Isethionic Acid","Leucine","Lysine","Malic Acid","Methionine","Methionine Sulfoxide","N-acetyltaurine","N(e)-Acetyl-Lysine","NAD","Ornithine","Proline","Propionyl-L-carnitine","Sarcosine","Serine","Stachydrine hydrochloride","Sucrose","Sulfolactic Acid","Taurine","Threonine","Thymidine","Trehalose","Trigonelline","Trimethylammonium Propionate (TMAP)","Tyrosine","UDP-glucosamine","Uracil","Uridine","Vitamin B3"
"1","S11C1_A",36.571243,-157.995725,"2016-4-29T06:40:00",15,465.173594960948,7.61462050643701,1.24490868545785,1.98386522880827,477.569743022385,7.10105057429558,45.0055911941976,51.1075041303432,NA,2.93211118774231,23.6209635752291,20.2165440870627,72.6533354215694,1624.80105263176,17.9941415512652,0.306348294555333,42.2753044689949,135.945703728432,6.40916143453952,28.4576781231662,7.55845826065404,26.5803109826162,21.2309503457082,44.3217341453299,28.4001576636585,0.166649316884512,64.2362131738466,275.145005543551,1719.37598113878,49.2968545661417,NA,36.2354797080292,1903.26054596146,47.5520317165692,13.2355972406061,151.607758668007,130.962092166497,37.6967801248846,94.8618442322827,19205.2023175684,4.86719548290398,31.0298006641237,272.840901569838,1570.789993184,84.144352867334,92.8195979450343,3.1093012196411,48.4404833520584,0.516288631449371,NA,9.63095352106094,17.2373008017553,543.21443097947,2.93394514513674,23.2227019442782,12.1853530023691,36.9627077336833,180.0963050526,28.6430816860766,735.310253362167,28.7289188036,12.7506256912411,18.2344747151463,179.868448147214,275.865423481264,138.505557416315,11.6146307616048,11.0154730086677,47.7619420589972,1.08474221625515
"2","S12C1_A",33.090833,-158.002214,"2016-4-30T15:05:00",15,889.419600980668,9.76837092546924,1.55385455921791,5.28011544009871,440.114678287335,1.9305091977122,24.5635499226823,49.2626133162506,0.324259192577059,4.54364321475843,49.0071555718381,28.0573028260517,65.0210392062487,2362.09634349182,23.9461128114189,0.29392258738119,82.9820127456184,940.511789907639,8.3118003264576,21.3354547265434,8.22227277503961,20.9965672024041,37.6925274753492,141.577815418152,108.506946940689,0.144479577320522,186.965031996727,956.850963401506,2505.79499155047,47.1154893608145,37.8222012319368,142.2200842292,3145.60671717561,123.262864764684,23.0746827427698,523.052676033192,478.133224569939,101.585015722447,111.788239470135,22174.1614781453,11.0298365819409,42.7118899463693,702.23871465966,2427.0526674415,102.309657476278,79.2872677828937,78.874696608074,3.86341365324961,0.14222268171634,NA,NA,9.49422118087672,200.184398738251,2.90559891025648,14.9143554036598,7.40719234618016,36.8013942101464,385.763117000061,19.2519706669686,671.138936405646,161.418215772931,150.587035189932,9.43692068277481,312.458133688115,825.619308459144,207.802222869443,11.472932820094,NA,111.635519583313,2.16040453650967
"3","S12C1_B",33.090833,-158.002214,"2016-4-30T15:05:00",15,801.28482467196,7.81141753568531,0.106518833417566,1.96484556488122,351.732681368749,5.79612803776641,44.8832233224497,49.7831675488349,NA,4.46440568095093,37.3240352892219,35.4757840762932,53.0288910013363,2209.32748939567,21.0502212526514,0.278482626998845,63.0586553951282,621.676222886671,7.47198519009859,14.7761193808254,4.65947479618591,19.2431335972913,40.4685302688771,126.224640096857,88.9854222154161,0.273492900499301,202.327048269885,858.772477838992,712.010077144644,89.3220800848385,19.9334063347094,205.213398257628,2672.14605125253,75.7685719702574,39.7286588227833,723.85060428387,454.897051477469,70.1119626707875,87.5981111705574,21016.3786457184,3.20158313759115,58.4668978542609,734.739074363702,2361.22041918018,100.522600535985,134.142541879668,48.5464958474262,4.69508087639945,0.306945073426561,NA,1.74644548389687,4.37057269563674,328.62182749161,1.87297462863941,7.94079866965253,13.9338836577691,31.9334557530517,405.310724809144,24.8162139483354,595.583937239784,147.773502437785,26.9847156410325,11.5981771157036,252.164435254336,592.150232732092,140.258372157912,12.7277081062653,14.7044115880261,117.001665855585,7.99180222751633
"4","S13C1_A",29.700608,-157.999422,"2016-5-01T15:02:00",15,829.495499153064,5.17086599814757,0.531591823580067,1.6823279299778,198.154504427128,4.19925925933133,31.0631749736483,19.5118299799012,0.467610412574827,11.4320584929762,19.2881986365597,21.9416886985744,24.7390328112663,1552.13712073265,45.8594360331242,0.192027550953035,41.2225120880143,88.4148299110542,7.09920332794947,5.11866491682254,1.75986856729941,8.88875396722133,25.7054880815012,95.3973225945862,91.4042035949608,0.225190749786639,39.290825770134,213.581343596758,1661.37846199521,49.9603372684457,9.45876622281537,62.867396903078,1559.47547815532,130.495167597836,3.01693917833671,380.564940662584,575.895646764247,34.7924214688026,55.3510705862344,2124.07240101238,NA,8.40707331740978,213.578929160347,2161.43673930636,46.4624523219097,65.6795339959726,16.3556469473038,4.15236635393286,2.38415436531451,NA,11.4536045582994,8.5449803744901,190.753384373812,1.44523149282287,18.6549099413363,5.43823457260385,47.6517102570024,529.895631160684,8.53711595270503,273.521214114659,16.6757612749065,21.2184386744888,13.9481234589263,154.064076665734,288.107388678284,96.9467546335267,6.51877073434871,NA,40.8049267256734,1.00477911575323
"5","S13C1_B",29.700608,-157.999422,"2016-5-01T15:02:00",15,1095.50493270028,8.30457292278417,1.16293096874147,1.37552931530731,337.297762182755,0.818841550211184,45.8482426828267,24.5016780025243,0.201586227858382,11.1841880657164,32.9555580461275,20.6955667217624,28.643083258013,1528.3142701151,54.1133173921857,0.215433244410159,56.4582406953662,127.728284908764,7.07427614038862,21.7978823053731,2.05468310010146,8.51121691116026,23.581155840152,51.7563269852519,22.9993294318219,0.197453681102335,35.3726511946547,251.618078308605,607.987548714034,60.8767416170604,6.39163886441808,11.3328678605946,1734.55554424486,192.648968023018,7.34922331796623,626.575673718919,593.188157681912,19.1800916039559,144.848482091951,3381.499684274,3.73286352054885,11.0985506693212,227.177873248777,2577.82499357851,51.4263083610924,97.8196922455735,22.6943442710638,3.70370090552946,2.24378872259087,NA,3.70475008015023,11.5340060129502,162.277609412271,1.94343279844846,26.2682039034217,4.17007294546827,52.5343537894355,629.713628170344,9.59668969069248,344.096545629211,32.3027723468571,NA,20.2318592324531,175.763029931216,363.363121676748,114.439403963235,4.39118220242882,NA,28.543117623983,0.862633090197137
"6","S14C1_A",26.283176,-157.998902,"2016-5-01T15:02:00",15,988.345321823855,5.43124474638499,NA,1.82503812960564,402.867088488148,0.429405839971056,NA,33.9259599311515,0.401251053482225,15.5716632200368,41.2309793771306,36.3975202540532,22.2920584689404,2018.28856045729,43.6074391486198,0.258735433814549,58.7099499323208,153.494381119572,12.3901424607827,12.9723073588408,2.05283396944461,6.05860366181614,39.9283904264521,110.791506763305,71.6007995060829,0.568667042325016,57.9048076559366,250.313376561725,2435.35347374619,289.165226940701,NA,27.310753665461,2810.53060640738,360.723219117469,5.01520744106139,457.974097524183,487.881697446878,52.8654384681428,135.966528539233,2216.00562368336,7.44682479126467,15.2533099189735,257.308550766025,3479.13923132341,68.8520386095709,74.2450848758197,29.0060409119463,2.07523101245325,0.0497720642541338,NA,0.989829230988011,16.4952546101415,336.70630380406,0.980229444200658,28.1713778385527,6.62979265434384,56.9119538658101,552.130830406721,12.4957141791698,289.8412594357,NA,146.429181268686,15.7722062663681,102.819931327475,440.798970244012,122.301859668184,6.92210398155867,NA,120.107368255398,1.32903735578937
"7","S14C1_B",26.283176,-157.998902,"2016-5-01T15:02:00",15,1585.87041850557,6.12343497595992,NA,1.00154716263376,1115.38165920557,4.67366556935151,6.28300948528773,54.3538447241642,NA,13.615530202984,35.3792400942502,31.7248361130726,219.578248894127,1889.2446257063,41.0669515168651,0.292849919009621,69.8873159651889,193.02831149725,8.32905471227284,135.716540605922,0.970220261550799,11.8231583434978,54.0078678349598,108.975256450187,82.8904836335565,0.0947968171360802,44.6530921910625,264.402589785201,918.271506095062,80.7866605035392,NA,29.5456804651177,1892.79787701588,199.115224137566,5.49942949148706,521.002656563959,434.914095898381,45.8122072582378,131.794805529382,7005.87326237623,4.04376424493425,60.8005020227218,303.519929884905,2664.34850421741,93.8567780890711,68.9899407262931,53.7191984621139,4.28802955349325,0.156063736838673,NA,0.647940655121635,3.28130705538442,404.389974728461,2.36244105582467,84.2154697981252,7.31833616000147,48.9315484563805,497.458126555777,13.6180248767512,1004.14980230923,33.2664123252576,54.9384627484278,14.9051082439263,156.533446966334,422.98648707749,163.79822629991,8.99937610716181,53.2970312441079,168.584610424002,6.09285236099324
"8","S14C1_C",26.283176,-157.998902,"2016-5-01T15:02:00",15,1157.37252273795,7.7374056678209,0.139619808705177,0.706300440261128,386.925394474799,7.76596803479172,17.582664796759,35.407211676309,NA,12.4385810521372,23.5124969537161,31.0515822334093,16.2887190405963,2182.54339325057,49.0406942724831,0.289445253413191,58.2929378981505,184.575459857407,6.79682053337178,7.96110320409664,0.518728722841829,6.73049570335804,40.8264365154814,99.6406147672916,93.3322659941736,0.189653625283792,69.9226385286681,333.121378561581,3802.24257599872,326.163114288838,6.27690376202784,75.0457100446796,1622.74958439782,153.141224423228,2.43063378252205,906.016334465936,455.793218687974,35.7042849413559,94.3934469824287,2721.57114794317,NA,9.9819147334575,265.944686197702,3138.16317576957,72.3814740569804,66.5250367742526,68.4366755976358,6.34483059921331,0.340210449558734,NA,3.63459145058938,NA,517.150570860768,1.84624840116958,31.5684947533043,5.92768129727732,60.9464048311501,621.999899496493,13.9807952360614,394.529597075033,40.1021486762365,27.5275692248156,19.387310276466,128.184047067894,583.307502986111,122.579275469924,9.89530636068885,4.43479801100608,108.860713340387,4.49791864265721
"9","S2C1_B",23.496122,-157.994013,"2016-4-20T15:13:01",15,970.822506105427,9.22193747334513,NA,1.58179569720394,377.02646965822,0.948717971885534,129.385574431815,69.1745724787084,NA,29.0661049949999,38.7527848275705,40.04796679241,40.4330799131036,1788.4217475176,56.2252111538772,0.241532447680092,68.4189855235492,63.5688949362589,11.2065195387549,11.5240969893346,2.13818172188665,6.06998981152171,21.0503016015458,76.8952273728392,2.13921983035788,NA,26.6823583393828,122.400348607203,752.827844610186,27.4347575076362,NA,NA,1379.42158878197,237.803037040356,11.6368605763107,312.053936804893,575.679174747493,12.8710775602835,164.4838416899,6482.67293853749,1.92057455339867,29.9035384866925,193.897191150211,3947.60677848633,85.3183625683063,29.5345356555433,18.1737598977566,17.3055218561683,0.543701526074247,1.19148679328324,0.695707411058363,53.3140643745228,242.833437114931,2.76113191986761,64.4521486739173,18.9178721942373,62.1608027783544,584.699141712743,5.0817688318956,1064.95877522872,NA,NA,NA,226.208371183207,406.173220176613,137.674648323541,6.80235245480653,NA,19.3984476086759,1.91263246101291
"10","S2C1_C",23.496122,-157.994013,"2016-4-20T15:13:02",15,1082.6889576969,3.94638783042083,0.40630813912789,0.751749334685879,524.660769677122,5.30810456875787,95.5034313545887,42.0542060833498,NA,14.3032772261826,32.3047597684824,52.4105357547812,83.8456480529557,1408.00023092685,41.5623397214375,0.173707929552995,44.2374104647684,92.5879173869111,10.6102566787567,16.4494739757294,1.08367167972497,6.70526990407134,11.606275252943,34.174934944663,1.48253723066827,0.621950598814327,34.8238938437755,163.740339151007,546.446463535291,21.2487714581987,NA,2.49524655272973,951.426856048145,143.239896759474,9.14788168778589,699.322383372418,493.22674982231,3.91898685247143,162.352184581285,2314.08877875194,NA,15.7884940967665,136.114388221862,2803.67288044001,70.2512370581889,33.0577876127802,4.18326513582991,23.7970683745409,0.437470513276408,NA,1.3178932558497,92.5752158358891,280.281002401656,1.61983609130688,34.2641304862818,55.4389962736892,43.4106187152655,689.814817253353,7.83179561569339,449.092737970624,93.6516390989407,2.23492331615408,7.81832773601526,90.61968848895,337.861006717257,157.020713566592,4.59699376692339,NA,15.1324178251006,3.24396526942164
