"","MassFeature_Column","Identification","nmolEnviromed","nmolEnviromin","nmolEnviromax","nmolCmed","nmolCmin","nmolCmax","percentCmed","percentCmin","percentCmax","molFractionmed","molFractionmin","molFractionmax"
"1","I138.0549R5.35_HILIC_X_HILIC","Homarine",3.30444403789345,0.49879136751927,56.1699573963096,23.1311082652542,3.49153957263489,393.189701774167,1.11814833860167,0.153807021566739,2.69385927658361,0.309917466501388,0.0574649547270247,0.579056178070521
"2","I148.0605R12.12_HILIC_X_HILIC","Glutamic acid",3.76138253775363,0.499599301974292,9.27731952396377,18.8069126887681,2.49799650987146,46.3865976198188,0.530335276815731,0.309987934771199,1.53707137608036,0.155705057928209,0.0532107894058761,0.281296486533108
"3","I132.102R6.53_HILIC_X_HILIC","Leucine",2.18689109109196,0.099511160420452,5.77767859506553,13.1213465465518,0.597066962522712,34.6660715703932,0.40930252177096,0.166745425886896,0.999022235458016,0.0926071689389701,0.0332800078254577,0.274084124168776
"4","I118.0864R7.19_HILIC_X_HILIC","Betaine",1.20261174416375,0.402789117901515,8.81213435251978,6.01305872081876,2.01394558950758,44.0606717625989,0.17115973584472,0.0916006393705293,0.295923449043212,0.0490342595481806,0.0248702247611365,0.308149784413947
"5","I148.0968R8.21_HILIC_X_HILIC","4-Hydroxyisoleucine",0.866417103899724,0.0434612815549603,2.23392710301312,5.19850262339835,0.260767689329762,13.4035626180787,0.136149528589626,0.066459595766233,0.491955918499394,0.0347114920529348,0.013943525634334,0.142720472665941
"6","I152.0567R8.12_HILIC_X_HILIC","Guanine",0.553945822470923,0.095034227867239,2.8822278327207,2.76972911235461,0.475171139336195,14.4111391636035,0.0976283522497094,0.00867353861229912,0.937119808923294,0.0258667281997112,0.00285113576078317,0.293711903427519
"7","DMSP_HILIC_X_HILIC","DMSP",0.455482006761399,0.0202282524575704,10.3879758266094,2.27741003380699,0.101141262287852,51.9398791330469,0.0678657677209855,0.00802708430855969,0.261438590206917,0.0202343722200952,0.0025102861052661,0.0605102752805147
"8","Glucosylglycerol_X_HILIC","Glucosylglycerol",0.332496817197802,0.0115616412888396,2.42907066253954,2.99247135478022,0.104054771599557,21.8616359628559,0.0819425817671786,0.00366454502312339,0.742750938799492,0.0200762743621856,0.00120459662767992,0.0882387140643629
"9","Sucrose_X_HILIC","Sucrose",0.158733155415959,0.00209206567949806,0.980413683682997,1.9047978649915,0.0251047881539768,11.764964204196,0.0774999047265157,0.00283814326389786,0.228187442152059,0.0194206042516474,0.00015254469283637,0.155560537153987
"10","I116.0709R8.8_HILIC_X_HILIC","Proline",0.223267766040483,0.0455357545937044,2.31130057241588,1.11633883020242,0.227678772968522,11.5565028620794,0.0379729997902947,0.0144079485413057,0.0949058438191424,0.0112116585154165,0.00400589914297011,0.0255521495717751
"11","Gonyol_X_HILIC","Gonyol",0.230973721113052,0.0236391047208865,2.93479058044189,1.61681604779136,0.165473733046205,20.5435340630932,0.0511736187878632,0.00830711026206154,0.592032681933522,0.0104357215115836,0.00211041048640113,0.160741081796011
"12","Alanine_X_HILIC","Alanine",0.331166529162654,0,3.99162557767684,0.993499587487961,0,11.9748767330305,0.031142687333672,0,0.122814797289433,0.00962279512698023,0,0.0277833693313315
"13","I124.0064R10.88_HILIC_X_HILIC","Taurine",0.480381078490964,0.150997330653561,16.0952714490527,0.960762156981928,0.301994661307122,32.1905428981055,0.0289809253489771,0.0148816915615698,0.101566035718748,0.00926465863109806,0.00406219419147669,0.0492491855837398
"14","Glutamine_X_HILIC","Glutamine",0.216623544895062,0.026955474027666,1.13480093389639,1.08311772447531,0.13477737013833,5.67400466948196,0.0311148831050463,0.0114180543861835,0.174163365633625,0.0085314996336593,0.00303672075321662,0.0448982768886255
"15","Aspartic acid_X_HILIC","Aspartic acid",0.288969959120741,0.0274575489082992,1.20311402182551,1.15587983648296,0.109830195633197,4.81245608730205,0.0335951135709361,0.0149918568943673,0.104837772438833,0.00836837481646213,0.0028912751762149,0.0188222160771633
"16","I346.0564R12.06_HILIC_X_HILIC","AMP",0.0814587587572914,0,1.39358850255469,0.814587587572914,0,13.9358850255469,0.0271394006065783,0,0.170803490298555,0.00745940795830448,0,0.0423153724043781
"17","Tyrosine_X_HILIC","Tyrosine",0.081219604284959,0.0140114112334351,0.867311249091106,0.730976438564631,0.126102701100916,7.80580124181995,0.0225364416209383,0.00861938903709217,0.0493526617025499,0.00679833041231493,0.00286564044334932,0.0195746477315608
"18","I175.119R17.83_HILIC_X_HILIC","Arginine",0.123518169255658,0.016225132693764,2.84439739618337,0.741109015533945,0.0973507961625838,17.0663843771002,0.0241297260105053,0.0125594482148915,0.188958933411384,0.0067819518497358,0.00290389963060917,0.0468132566990314
"19","Histidine_X_HILIC","Histidine",0.0990659526852198,0.0379415876191221,1.31893578429895,0.594395716111319,0.227649525714733,7.91361470579371,0.017317187433065,0.00790536148505303,0.0796605867517119,0.0057303145564115,0.00192242645640594,0.0288413269133712
"20","Isethionic Acid_X_HILIC","Isethionic Acid",0.2833162008715,0.0327746587600412,13.1951615208683,0.566632401743,0.0655493175200824,26.3903230417366,0.0200767496976206,0.00512285992901402,0.0826231080853061,0.00543586075941216,0.00191398878214375,0.0390790157685181
"21","Lysine_X_HILIC","Lysine",0.102246921719735,0.0157678859211134,0.975870287639011,0.613481530318412,0.0946073155266804,5.85522172583407,0.0177585147008358,0.00937887777833134,0.0334994756625854,0.0053146712327768,0.00315402738718531,0.0190157701041676
"22","I138.055R7.72_HILIC_X_HILIC","Trigonelline",0.0729096809577082,0.0102735162281027,1.33659558244429,0.510367766703957,0.0719146135967191,9.35616907711001,0.0162322642069429,0.00255815899490272,0.0609872084425792,0.00483742016248284,0.000748242277036073,0.0156505509842127
"23","I166.0864R1.12_CyanoAq_X_RP","Phenylalanine",0.0443241831398611,0.010687915924155,1.03460752369885,0.39891764825875,0.0961912433173953,9.31146771328968,0.0121833469738689,0.00705391010284221,0.0312393586456822,0.00385510102940127,0.00163851806681832,0.0169286246183372
"24","I121.032R8.27_HILIC_X_HILIC","Dimethylsulfonioacetate (DMS-Ac)",0.110825031714012,0.00354323040215954,2.0842782855841,0.443300126856049,0.0141729216086382,8.33711314233642,0.014108372969606,0.00112483504830462,0.0622259336255988,0.00357255924283933,0.000349792835298885,0.00983503340985011
"25","Malic Acid_X_HILIC","Malic Acid",0.0992063357251534,0.0119162732890334,0.523643701927513,0.396825342900614,0.0476650931561335,2.09457480771005,0.0118109188112153,0.00336975355221476,0.0342133356043466,0.00329460191808577,0.000986219735649617,0.00950571189567418
"26","Threonine_X_HILIC","Threonine",0.0818340723961821,0.0312349130960782,0.933554998191596,0.327336289584728,0.124939652384313,3.73421999276638,0.0110133873659025,0.00375447166475869,0.0568357850435606,0.00296520962188291,0.00114390283665899,0.00686538093196132
"27","I104.1074R10.68_HILIC_X_HILIC","Choline",0.0624690287193909,0.00266811770589742,0.785149157240757,0.312345143596955,0.0133405885294871,3.92574578620379,0.00887225335253978,0.000525484333627032,0.0524380831511946,0.0029591657900482,0.000182224438545273,0.0149478886039084
"28","Tryptophan_X_RP","Tryptophan",0.0215737467433699,0.00401533992335231,0.44248821806002,0.237311214177069,0.0441687391568754,4.86737039866022,0.00741695486532766,0.00184509514460951,0.021804612179355,0.00247382208233187,0.000753626957603854,0.0114276369383943
"29","L-Pyroglutamic acid_X_HILIC","L-Pyroglutamic acid",0.0440760276744601,0.00959543141654015,0.220484632823633,0.220380138372301,0.0479771570827007,1.10242316411817,0.0073540413936308,0.00159392548447511,0.0173016730493072,0.00219050260018622,0.000459709055910854,0.0142701805565382
"30","I606.0756R12.98_HILIC_X_HILIC","UDP-glucosamine",0.0156512225191963,0.00432131204230964,0.12071079782835,0.266070782826336,0.0734623047192638,2.05208356308196,0.00707144078425904,0.00416121578926626,0.0173281968910592,0.00210990719515452,0.00120040044103504,0.0040886671665354
"31","Serine_X_HILIC","Serine",0.0775663947857052,0.00428448679687182,1.50440702283625,0.232699184357116,0.0128534603906155,4.51322106850876,0.00696783077351703,0.000536937612684005,0.0136482547590251,0.00208322901008092,0.000179448809152879,0.00902166391055129
"32","beta-Alanine_X_HILIC","beta-Alanine",0.0864133586251093,0.0147410000538945,0.677760034131579,0.259240075875328,0.0442230001616835,2.03328010239474,0.00644275837469096,0.00224465006649517,0.0378882831447232,0.00208193734539789,0.000756723162341465,0.0221345930183726
"33","Trehalose_X_HILIC","Trehalose",0.019654485705766,0,0.109701592556678,0.235853828469193,0,1.31641911068014,0.00801368510270829,0.00267216072564408,0.0488430289953209,0.00201899116073291,0,0.0138607459865062
